variant_id,is_main,equiv_main_variant_id,join_stop_id,disjoin_stop_id
829503,1,,,
829504,1,,,
829511,0,,,
829512,0,,,
829513,0,826017,,
829518,0,826016,,
829524,0,,,
829525,0,,,
829526,0,,,
829532,0,826017,,
829536,0,826016,,
829538,0,826017,,
829539,0,826016,,
829540,0,,,
829544,0,826017,,
829546,0,826017,,
829547,0,,,
829548,0,826016,,
829551,0,826017,,
829554,0,,,
829555,0,826016,,
829559,0,,,
829566,0,826016,,
829567,0,826017,,
829573,1,,,
829578,1,,,
829581,1,,,
829590,0,826016,,
829591,0,826017,,
829594,0,826017,,
829598,0,826017,,
829599,0,826017,,
829602,0,826017,,
829607,0,826017,,
829609,0,826016,,
829611,0,826017,,
829626,0,,,
829627,0,,,
829628,0,826016,,
829646,0,826017,,
829652,0,826016,,
829659,0,826017,,
829660,0,826017,,
829661,0,826017,,
829684,0,826017,,
829713,0,,,
829752,1,,,
829762,1,,,
829765,1,,,
829773,1,,,
829779,0,,,
829782,0,,,
829785,0,826016,,
829788,0,,,
829793,0,,,
829794,0,,,
829796,0,,,
829800,0,,,
829805,0,826016,,
829810,0,826017,,
829816,0,,,
829821,0,826016,,
829828,0,,,
829830,0,826017,,
829831,0,826016,,
829842,0,,,
829860,0,826016,,
829864,0,,,
829865,0,826017,,
829867,0,826016,,
829869,0,,,
829870,0,826017,,
829871,0,,,
829872,0,826016,,
829876,0,,,
829879,0,,,
829903,0,,,
829907,0,826017,,
829926,1,,,
829928,0,,,
829942,0,,,
829943,0,,,
829944,0,,,
829948,1,,,
829949,0,,,
829950,0,826016,,
829957,0,,,
829961,1,,,
829962,1,,,
829963,1,,,
829968,1,,,
829970,1,,,
830018,0,826017,,
830081,0,826016,,
830082,0,826017,,
830104,0,826017,,
830133,0,826016,,
830134,0,826017,,
830135,0,826017,,
830170,1,,,
830172,1,,,
830174,1,,,
830175,1,,,
830176,1,,,
830181,1,,,
830182,1,,,
830183,1,,,
830184,1,,,
830187,1,,,
830188,1,,,
830189,1,,,
830190,1,,,
830191,1,,,
830193,1,,,
830194,1,,,
830202,0,826017,,
830204,0,,,
830207,0,826017,,
830208,0,826017,,
830209,0,826017,,
830210,0,826016,,
830213,0,,,
830215,0,,,
830240,0,,,
830244,0,,,
830252,0,826017,,
830261,0,,,
830263,0,,,
830264,0,,,
830267,0,,,
830268,0,,,
830269,0,826017,,
830270,0,826017,,
830271,0,826016,,
830277,0,826016,,
830278,0,,,
830279,0,,,
830280,0,826016,,
830281,0,826017,,
830283,0,,,
830285,0,826017,,
830286,0,826017,,
830287,0,826016,,
830292,0,,,
830293,0,,,
830294,0,826017,,
830295,0,826016,,
830300,0,,,
830308,1,,,
830309,1,,,
830310,0,,,
830311,0,,,
830319,0,,,
830327,1,,,
830328,1,,,
830332,1,,,
830335,1,,,
830336,1,,,
830342,0,826016,,
830344,0,826016,,
830345,0,826016,,
830346,0,826016,,
830347,0,826017,,
830350,0,,,
830352,0,,,
830355,0,,,
830358,0,,,
830361,0,826017,,
830365,0,,,
830370,0,826016,,
830386,0,826016,,
830392,1,,,
830393,1,,,
830400,1,,,
830403,1,,,
830404,1,,,
830409,0,,,
830410,0,826017,,
830411,0,826016,,
830416,0,826016,,
830417,0,,,
830418,0,826016,,
830419,0,826017,,
830427,0,,,
830428,0,,,
830430,0,,,
830431,0,,,
830432,0,,,
830433,0,,,
830434,1,,,
830435,0,,,
830436,0,,,
830437,0,,,
830438,0,,,
830439,0,,,
830442,0,,,
830446,1,,,
830447,1,,,
830448,1,,,
830449,1,,,
830450,1,,,
830451,1,,,
830458,0,,,
830459,0,,,
830460,0,826016,,
830462,0,,,
830500,0,826017,,
830507,0,826017,,
830510,0,826017,,
830541,1,,,
830542,0,,,
830543,0,,,
830544,1,,,
830562,0,826016,,
830567,0,826016,,
830574,0,826017,,
830591,0,826016,,
830592,0,826016,,
830624,0,826017,,
830674,1,,,
830685,0,,,
830699,0,826016,,
830700,0,826016,,
830701,0,826016,,
830702,0,,,
830703,0,,,
830704,0,,,
830706,0,,,
830707,0,,,
830709,0,,,
830710,1,,,
830711,1,,,
830717,1,,,
830718,1,,,
830719,1,,,
830721,1,,,
830725,0,826016,,
830728,0,826017,,
830730,0,826016,,
830732,0,826016,,
830734,0,826016,,
830735,0,826016,,
830736,0,826016,,
830737,0,826016,,
830740,0,826017,,
830741,0,826017,,
830744,0,826016,,
830747,0,826017,,
830749,0,826017,,
830750,0,826016,,
830754,0,826017,,
830755,0,,,
830756,0,826016,,
830757,0,826016,,
830758,0,826017,,
830759,0,826016,,
830762,0,826016,,
830768,0,826016,,
830769,0,826016,,
830771,0,826017,,
830774,0,826016,,
830776,0,826017,,
830780,1,,,
830781,0,,,
830782,0,,,
830784,0,,,
830799,0,,,
830818,0,826016,,
830819,0,826016,,
830840,0,826016,,
830869,1,,,
830870,1,,,
830884,0,826016,,
830888,1,,,
830890,0,,,
830904,0,,,
830905,1,,,
830906,1,,,
830907,0,,,
830908,0,,,
830909,0,,,
830912,0,,,
830913,0,,,
830914,0,,,
830917,0,,,
830924,0,,,
830925,1,,,
830926,1,,,
830927,1,,,
830928,1,,,
830930,1,,,
830931,1,,,
830932,1,,,
830933,1,,,
830934,1,,,
830935,1,,,
830936,1,,,
830939,1,,,
830940,1,,,
830941,1,,,
830942,1,,,
830943,1,,,
830944,1,,,
830947,1,,,
830948,1,,,
830949,0,,,
830950,0,,,
830951,0,,,
830954,0,826016,,
830955,0,826017,281,
830960,0,,,
830962,0,826016,,
830963,0,826016,,
830964,0,826017,,
830967,0,826016,,
830968,0,826017,,
830970,0,,,
830971,0,,,
830972,0,,,
830973,0,826017,,
830974,0,826017,,
830975,0,826017,,
830976,0,826016,,
830977,0,,,
830980,0,826017,,
830981,0,,,
830983,0,826016,,
830984,0,826017,,
830988,0,,,
830992,0,826016,,
830995,0,826016,,
830996,0,826016,,
830997,0,826017,,
831001,0,826016,,
831002,0,826017,,
831003,0,,,
831004,0,,,
831005,0,,,
831006,0,826016,,
831008,0,,,
831009,0,826017,,
831010,0,,,
831012,0,,,
831014,0,,,
831016,0,,,
831017,0,,,
831018,0,,,
831019,0,,,
831020,0,826016,,
831021,0,826016,,
831029,0,826017,,
831032,0,826016,,
831033,0,826017,,
831034,0,826017,,
831035,0,826017,,
831036,0,826016,,
831037,0,826017,,
831038,0,,,
831039,0,,,
831046,0,826017,,
831065,1,,,
831070,1,,,
831071,1,,,
831080,0,826016,,
831081,0,826016,,
831085,0,826016,,
831094,0,826017,,
831095,0,826016,,
831096,0,826016,,
831114,1,,,
831124,0,826017,,
831128,0,,,
831131,0,826016,,
831133,0,826017,,
831135,0,826016,,
831137,0,826017,,
831143,0,826016,,
831151,0,,,
831172,1,,,
831176,0,,,
831178,0,826017,,
831179,0,826016,,
831180,0,826016,,
831183,0,,,
831187,0,826017,,
831188,0,,,
831201,0,826017,,
831202,0,,,
831203,0,826016,,
831204,0,826016,,
831268,1,,,
831270,1,,,
831272,1,,,
831273,1,,,
831276,1,,,
831280,0,,,
831281,0,,,
831285,0,,,
831292,0,,,
831296,0,,,
831298,0,,,
831302,0,,,
831304,0,,,
831306,0,,,
831309,0,,,
831310,0,,,
831318,0,,,
831328,0,,,
831329,0,,,
831330,0,,,
831334,1,,,
831335,1,,,
831337,1,,,
831338,1,,,
831339,1,,,
831341,1,,,
831342,1,,,
831343,1,,,
831357,0,826017,,
831358,0,826016,,
831362,0,826016,,
831372,0,826017,,
831373,0,826017,,
831374,0,826016,,
831391,0,826016,,
831400,0,826017,,
831407,0,826017,,
831408,0,826017,,
831412,0,826016,,
831417,0,826017,,
831422,0,826016,,
831423,0,826016,,
831450,0,826016,,
831451,0,826016,,
831461,0,,,
831463,0,,,
831467,0,826017,,
831478,0,826016,,
831480,0,826016,,
831489,0,826016,,
831496,0,,,
831498,0,,,
831536,0,826016,,
831573,0,826017,,
831618,1,,,
831619,1,,,
831620,1,,,
831640,0,826017,,
831642,0,,,
831643,0,826016,,
831655,0,,,
831656,0,,,
831657,0,,,
831658,0,,,
831676,0,826016,,
831721,0,826016,,
831733,0,826017,,
831735,0,826017,,
831777,1,,,
831779,1,,,
831783,0,,,
831797,1,,,
831798,1,,,
831800,0,,,
831802,0,,,
831804,0,,,
831805,0,,,
831807,1,,,
831808,1,,,
831809,1,,,
831810,1,,,
831812,0,826017,,
831813,0,,,
831814,0,,,
831815,0,,,
831816,0,,,
831817,0,826017,,
831818,0,826017,,
831823,1,,,
831824,1,,,
831825,1,,,
831826,1,,,
831837,1,,,
831840,0,,,
831854,0,,,
831855,0,,,
831856,0,,,
831862,0,826017,,
831885,0,826017,,
831890,0,826016,,
831891,0,826016,,
831892,0,826017,,
831893,0,826016,,
831895,0,826017,,
831896,0,,,
831897,0,826016,,
831898,0,826016,,
831899,0,826017,,
831900,1,,,
831901,1,,,
831902,1,,,
831903,0,,,
831904,0,,,
831905,0,,,
831906,0,,,
831907,0,,,
831909,0,,,
831911,0,,,
831914,1,,,
831915,1,,,
831916,1,,,
831917,1,,,
831918,1,,,
831919,1,,,
831920,1,,,
831921,1,,,
831922,1,,,
831923,1,,,
831924,1,,,
831925,1,,,
831926,1,,,
831927,1,,,
831928,1,,,
831929,1,,,
831930,1,,,
831931,1,,,
831932,1,,,
831933,1,,,
831934,1,,,
831935,1,,,
831936,1,,,
831937,1,,,
831938,1,,,
831939,1,,,
831940,1,,,
831941,1,,,
831942,1,,,
831943,1,,,
831945,0,826017,,
831946,0,,,
831950,0,,,
831953,0,826017,,
831954,0,826017,,
831955,0,826016,,
831956,0,826016,,
831959,0,826017,,
831960,0,,,
831961,0,,,
831962,0,,,
831963,0,826016,,
831964,0,826016,,
831965,0,,,
831966,0,,,
831967,0,,,
831968,0,,,
831969,0,,,
831970,0,826017,,
831971,0,826016,,
831972,0,826017,,
831973,0,826016,,
831974,0,826016,,
831975,0,,,
831976,0,826016,,
831977,0,,,
831978,0,,,
831979,0,,,
831980,0,,,
831981,0,,,
831982,0,826016,,
831984,0,,,
831985,0,826017,,
831986,0,826016,,
831988,0,,,
831989,0,826016,,
831990,0,,,
831991,0,,,
831992,0,,,
831993,0,826017,,
831994,0,826017,,
831995,0,826016,,
831996,0,826017,,
831997,0,,,
831998,0,,,
832000,0,,,
832002,0,826016,,
832003,0,826017,,
832004,0,826017,,
832005,0,826017,,
832006,0,826017,,
832007,0,826016,,
832008,0,826016,,
832009,0,826017,,
832010,0,,,
832011,0,826016,,
832012,0,,,
832014,0,,,
832015,0,826016,,898
832016,0,826017,281,
832017,0,826017,281,
832018,0,,,
832019,0,826016,,
832020,0,826017,,
832022,0,826017,,
832023,0,826016,,
832025,0,826016,,
832026,0,826017,,
832027,0,,,
832029,0,,,
832030,0,,,
832035,0,826016,,
832036,0,,,
832038,0,,,
832041,0,826017,,
832042,0,826017,,
832043,0,826017,,
832044,0,826016,,
832045,0,,,
832046,0,,,
832047,0,826017,,
832048,0,826017,,
832049,0,826017,,
832051,0,826017,,
832053,1,,,
832054,1,,,
832055,1,,,
832056,1,,,
832057,1,,,
832058,1,,,
832059,1,,,
832060,1,,,
832061,1,,,
832062,1,,,
832063,1,826017,,
832064,0,,,
832066,0,,,
832067,0,,,
832068,0,,,
832070,0,,,
832071,0,826017,,
832074,0,826016,,
832077,0,826017,,
832078,0,,,
832080,0,826017,,
832084,1,,,
832085,1,,,
832086,1,,,
832087,1,,,
832088,1,,,
832089,1,,,
832090,1,,,
832091,1,,,
832092,1,,,
832093,1,,,
832094,1,,,
832095,0,826016,,
832096,0,826017,,
832097,0,826016,,
832098,0,826017,,
832099,0,826017,,
832100,0,826017,,
832101,0,826016,,
832102,0,826017,,
832103,0,826016,,
832104,0,826016,,
832105,0,826017,,
832106,0,826016,,
832107,0,826016,,
832108,0,826016,,
832109,0,826017,,
832110,0,826016,,
832111,0,826016,,
832112,0,826017,,
832113,0,826017,,
832114,0,826016,,
832116,0,826017,,
832117,0,826017,,
832118,0,826016,,
832119,0,826017,,
832120,0,826017,,
832121,0,826016,,
832122,0,826017,,
832123,0,826017,,
832124,0,826016,,
832125,0,,,
832126,0,826017,,
832127,0,826016,,
832128,0,826016,,
832129,0,826016,,
832130,0,826016,,
832131,0,826017,,
832132,0,826016,,
832133,0,826017,,
832134,1,,,
832135,1,,,
832136,1,,,
832137,0,826016,,
832138,0,826017,,
